,lat,lng
0,-31.982364949999997,115.8168542
1,-31.982364949999997,115.8168542
2,-31.982364949999997,115.8168542
3,-31.982364949999997,115.8168542
4,-31.982364949999997,115.8168542
5,-31.982364949999997,115.8168542
6,-31.982364949999997,115.8168542
7,-31.982364949999997,115.8168542
8,-31.982364949999997,115.8168542
9,-31.982364949999997,115.8168542
10,-31.982364949999997,115.8168542
11,-31.982364949999997,115.8168542
12,-31.982364949999997,115.8168542
13,-31.982364949999997,115.8168542
14,-31.982364949999997,115.8168542
15,-31.982364949999997,115.8168542
16,-31.982364949999997,115.8168542
17,-31.982364949999997,115.8168542
18,-31.982364949999997,115.8168542
19,-31.982364949999997,115.8168542
20,-31.982364949999997,115.8168542
21,-31.982364949999997,115.8168542
22,-31.982364949999997,115.8168542
23,-31.982364949999997,115.8168542
24,-31.982364949999997,115.8168542
25,-31.982364949999997,115.8168542
26,-31.982364949999997,115.8168542
27,-31.982364949999997,115.8168542
28,-31.982364949999997,115.8168542
29,-31.982364949999997,115.8168542
30,-31.982364949999997,115.8168542
31,-31.982364949999997,115.8168542
32,-31.982364949999997,115.8168542
33,-31.982364949999997,115.8168542
34,-31.982364949999997,115.8168542
35,-31.982364949999997,115.8168542
36,-31.982364949999997,115.8168542
37,-31.982364949999997,115.8168542
38,-31.982364949999997,115.8168542
39,-31.982364949999997,115.8168542
40,-31.982364949999997,115.8168542
41,-31.982364949999997,115.8168542
42,-31.982364949999997,115.8168542
43,-31.982364949999997,115.8168542
44,-31.982364949999997,115.8168542
45,-31.982364949999997,115.8168542
46,-31.982364949999997,115.8168542
47,-31.982364949999997,115.8168542
48,-31.982364949999997,115.8168542
49,-31.982364949999997,115.8168542
50,-31.982364949999997,115.8168542
51,-31.982364949999997,115.8168542
52,-31.982364949999997,115.8168542
53,-31.982364949999997,115.8168542
54,-31.982364949999997,115.8168542
55,-31.982364949999997,115.8168542
56,-31.982364949999997,115.8168542
57,-31.982364949999997,115.8168542
58,-31.982364949999997,115.8168542
59,-31.982364949999997,115.8168542
60,-31.982364949999997,115.8168542
61,-31.982364949999997,115.8168542
62,-31.982364949999997,115.8168542
63,-31.982364949999997,115.8168542
64,-31.982364949999997,115.8168542
65,-31.982364949999997,115.8168542
66,-31.982364949999997,115.8168542
67,-31.982364949999997,115.8168542
68,-31.982364949999997,115.8168542
69,-31.982364949999997,115.8168542
70,-31.982364949999997,115.8168542
71,-31.982364949999997,115.8168542
72,-31.982364949999997,115.8168542
73,-31.982364949999997,115.8168542
74,-31.982364949999997,115.8168542
75,-31.982364949999997,115.8168542
76,-31.982364949999997,115.8168542
77,-31.982364949999997,115.8168542
78,-31.982364949999997,115.8168542
79,-31.982364949999997,115.8168542
80,-31.982364949999997,115.8168542
81,-31.982364949999997,115.8168542
82,-31.982364949999997,115.8168542
83,-31.982364949999997,115.8168542
84,-31.982364949999997,115.8168542
85,-31.982364949999997,115.8168542
86,-31.982364949999997,115.8168542
87,-31.982364949999997,115.8168542
88,-31.982364949999997,115.8168542
89,-31.982364949999997,115.8168542
90,-31.982364949999997,115.8168542
91,-31.982364949999997,115.8168542
92,-31.982364949999997,115.8168542
93,-31.982364949999997,115.8168542
94,-31.982364949999997,115.8168542
95,-31.982364949999997,115.8168542
96,-31.982364949999997,115.8168542
97,-31.982364949999997,115.8168542
98,-31.982364949999997,115.8168542
99,-31.982364949999997,115.8168542
100,-31.982364949999997,115.8168542
101,-31.982364949999997,115.8168542
102,-31.982364949999997,115.8168542
103,-31.982364949999997,115.8168542
104,-31.982364949999997,115.8168542
105,-31.982364949999997,115.8168542
106,-31.982364949999997,115.8168542
107,-31.982364949999997,115.8168542
108,-31.982364949999997,115.8168542
109,-31.982364949999997,115.8168542
110,-31.982364949999997,115.8168542
111,-31.982364949999997,115.8168542
112,-31.982364949999997,115.8168542
113,-31.982364949999997,115.8168542
114,-31.982364949999997,115.8168542
115,-31.982364949999997,115.8168542
116,-31.982364949999997,115.8168542
117,-31.982364949999997,115.8168542
118,-31.982364949999997,115.8168542
119,-31.982364949999997,115.8168542
120,-31.982364949999997,115.8168542
121,-31.982364949999997,115.8168542
122,-31.982364949999997,115.8168542
123,-31.982364949999997,115.8168542
124,-31.982364949999997,115.8168542
125,-31.982364949999997,115.8168542
126,-31.982364949999997,115.8168542
127,-31.982364949999997,115.8168542
128,-31.982364949999997,115.8168542
129,-31.982364949999997,115.8168542
130,-31.982364949999997,115.8168542
131,-31.982364949999997,115.8168542
132,-31.982364949999997,115.8168542
133,-31.982364949999997,115.8168542
134,-31.982364949999997,115.8168542
135,-31.982364949999997,115.8168542
