lat,lng
-31.9760778,115.8147904
-31.9760778,115.8147903
-31.9760781,115.8147901
-31.9760783,115.8147901
-31.9760785,115.81479
-31.9760785,115.8147899
-31.9760786,115.8147899
-31.9760787,115.8147899
-31.9760787,115.8147899
-31.9760787,115.8147898
-31.9760791,115.8147897
-31.9760792,115.8147897
-31.9760793,115.8147896
-31.9760792,115.8147896
-31.9760794,115.8147895
-31.9760797,115.8147894
-31.9760798,115.8147893
-31.9760799,115.8147893
-31.97608,115.8147893
-31.9760801,115.8147892
-31.9760802,115.8147892
-31.9760802,115.8147893
-31.9760802,115.8147893
-31.9760802,115.8147893
-31.9760802,115.8147893
-31.9760803,115.8147893
-31.9760804,115.8147893
-31.9760804,115.8147894
-31.9760803,115.8147895
-31.9760804,115.8147895
-31.9760804,115.8147895
-31.9760804,115.8147894
-31.9760803,115.8147894
-31.9760803,115.8147894
-31.9760803,115.8147894
-31.9760803,115.8147895
-31.9760803,115.8147895
-31.9760802,115.8147895
-31.9760802,115.8147895
-31.9760802,115.8147895
-31.9760802,115.8147896
-31.9760802,115.8147896
-31.9760801,115.8147896
-31.97608,115.8147897
-31.9760802,115.8147895
-31.9760807,115.8147893
-31.9760809,115.8147893
-31.9760811,115.8147891
-31.9760814,115.814789
-31.9760816,115.8147888
-31.9760816,115.8147889
-31.9760816,115.8147888
-31.9760817,115.8147888
-31.9760818,115.8147887
-31.9760819,115.8147887
-31.976082,115.8147886
-31.9760822,115.8147886
-31.9760822,115.8147886
-31.9760822,115.8147886
-31.9760821,115.8147886
-31.9760821,115.8147886
-31.9760821,115.8147886
-31.9760824,115.8147885
-31.9760824,115.8147885
-31.9760823,115.8147885
-31.9760823,115.8147885
-31.9760824,115.8147885
-31.9760824,115.8147884
-31.9760824,115.8147884
-31.9760824,115.8147884
-31.9760825,115.8147883
-31.9760824,115.8147883
-31.9760824,115.8147882
-31.9760824,115.8147882
-31.9760824,115.8147882
-31.9760824,115.8147882
-31.9760824,115.8147881
-31.9760824,115.8147881
-31.9760823,115.8147882
-31.9760823,115.8147881
-31.9760823,115.814788
-31.9760823,115.814788
-31.9760823,115.814788
-31.9760823,115.8147879
-31.9760823,115.814788
-31.9760822,115.814788
-31.9760821,115.8147879
-31.9760821,115.814788
-31.9760821,115.8147879
-31.976082,115.814788
-31.9760819,115.814788
-31.9760819,115.8147879
-31.9760822,115.8147877
-31.9760823,115.8147876
-31.9760823,115.8147877
-31.9760822,115.8147877
-31.9760819,115.8147878
-31.9760818,115.8147878
-31.9760816,115.814788
-31.9760815,115.8147881
-31.9760814,115.8147881
-31.9760813,115.814788
-31.9760812,115.8147881
-31.9760812,115.814788
-31.9760813,115.8147881
-31.9760798,115.8147916
-31.9760799,115.8147915
-31.9760798,115.8147916
-31.9760798,115.8147916
-31.9760799,115.8147917
-31.9760798,115.8147916
-31.9760798,115.8147916
-31.9760798,115.8147916
-31.9760798,115.8147916
-31.9760799,115.8147916
-31.9760798,115.8147915
-31.9760798,115.8147916
-31.9760798,115.8147915
-31.9760798,115.8147915
-31.9760798,115.8147915
-31.9760798,115.8147915
-31.9760798,115.8147916
-31.9760797,115.8147915
-31.9760798,115.8147915
-31.9760798,115.8147916
-31.9760799,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147918
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147918
-31.9760798,115.8147918
-31.9760798,115.8147918
-31.9760798,115.8147918
-31.9760798,115.8147918
-31.9760798,115.8147917
-31.9760798,115.8147918
-31.9760798,115.8147918
-31.9760798,115.8147917
-31.9760797,115.8147918
-31.9760798,115.8147918
-31.9760797,115.8147918
-31.9760797,115.8147919
-31.9760796,115.8147919
-31.9760797,115.8147919
-31.9760797,115.8147919
-31.9760796,115.8147919
-31.9760796,115.8147919
-31.9760797,115.8147919
-31.9760797,115.8147919
-31.9760796,115.8147919
-31.9760796,115.814792
-31.9760796,115.814792
-31.9760796,115.814792
-31.9760796,115.814792
-31.97608,115.8147916
-31.97608,115.8147917
-31.97608,115.8147916
-31.9760797,115.8147917
-31.9760799,115.8147917
-31.9760801,115.8147915
-31.9760801,115.8147916
-31.97608,115.8147916
-31.9760803,115.8147915
-31.9760803,115.8147915
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760802,115.8147915
-31.9760801,115.8147916
-31.9760799,115.8147916
-31.9760799,115.8147917
-31.97608,115.8147916
-31.97608,115.8147916
-31.9760801,115.8147915
-31.9760799,115.8147917
-31.97608,115.8147916
-31.9760799,115.8147916
-31.9760803,115.8147915
-31.9760799,115.8147916
-31.9760799,115.8147917
-31.9760801,115.8147916
-31.97608,115.8147916
-31.97608,115.8147916
-31.9760801,115.8147915
-31.97608,115.8147916
-31.9760801,115.8147916
-31.97608,115.8147916
-31.9760802,115.8147916
-31.9760799,115.8147916
-31.97608,115.8147916
-31.9760803,115.8147915
-31.9760799,115.8147917
-31.9760798,115.8147917
-31.9760799,115.8147916
-31.9760798,115.8147916
-31.9760798,115.8147916
-31.9760799,115.8147916
-31.9760798,115.8147916
-31.9760798,115.8147916
-31.9760798,115.8147916
-31.9760798,115.8147916
-31.9760798,115.8147916
-31.9760799,115.8147916
-31.9760798,115.8147916
-31.9760798,115.8147917
-31.9760798,115.8147917
-31.9760798,115.8147916
-31.9760798,115.8147916
