lat,lng
-31.9759799,115.8144778
-31.9759791,115.8144777
-31.975978,115.8144777
-31.9759772,115.8144776
-31.9759762,115.8144774
-31.9759753,115.8144773
-31.9759745,115.8144771
-31.9759737,115.8144769
-31.975973,115.8144769
-31.9759727,115.8144764
-31.9759725,115.814477
-31.9759723,115.8144773
-31.975972,115.8144774
-31.9759718,115.8144774
-31.9759713,115.8144775
-31.9759713,115.8144777
-31.9759716,115.8144788
-31.9759715,115.8144794
-31.9759718,115.8144805
-31.9759722,115.8144816
-31.9759721,115.8144825
-31.9759718,115.8144832
-31.9759717,115.8144837
-31.9759716,115.8144842
-31.9759716,115.8144848
-31.9759716,115.8144853
-31.9759717,115.8144858
-31.9759717,115.8144861
-31.9759717,115.8144864
-31.9759717,115.8144866
-31.9759714,115.8144849
-31.975971,115.8144838
-31.9759708,115.8144828
-31.9759706,115.8144819
-31.9759705,115.8144815
-31.9759704,115.8144813
-31.97597,115.8144804
-31.9759697,115.8144794
-31.9759694,115.8144785
-31.9759691,115.8144777
-31.9759688,115.8144771
-31.9759686,115.8144764
-31.9759687,115.8144762
-31.9759685,115.8144758
-31.9759683,115.8144756
-31.975968,115.8144749
-31.9759676,115.8144751
-31.975968,115.814475
-31.9759681,115.8144748
-31.975968,115.8144744
-31.9759679,115.8144742
-31.975968,115.814474
-31.9759681,115.8144741
-31.9759682,115.8144739
-31.9759683,115.8144738
-31.9759684,115.8144737
-31.9759684,115.8144735
-31.9759683,115.8144736
-31.9759681,115.8144733
-31.975968,115.8144731
-31.9759679,115.8144728
-31.9759678,115.8144725
-31.9759678,115.8144723
-31.9759679,115.8144721
-31.9759677,115.8144717
-31.9759676,115.8144717
-31.9759675,115.8144719
-31.9759675,115.814472
-31.9759676,115.8144723
-31.9759675,115.8144725
-31.9759675,115.8144725
-31.9759674,115.8144729
-31.9759674,115.8144733
-31.9759675,115.8144738
-31.9759677,115.8144744
-31.9759678,115.8144749
-31.975968,115.8144754
-31.9759682,115.8144759
-31.9759682,115.8144763
-31.9759683,115.8144767
-31.9759681,115.8144767
-31.9759682,115.8144767
-31.9759681,115.8144769
-31.975968,115.8144772
-31.975968,115.8144774
-31.975968,115.8144777
-31.975968,115.8144779
-31.975968,115.8144779
