lat,lng
-31.9760887,115.8147776
-31.9760888,115.8147776
-31.9760889,115.8147776
-31.976089,115.8147776
-31.9760891,115.8147777
-31.9760911,115.8147781
-31.9760928,115.8147786
-31.9760941,115.8147791
-31.9760899,115.8147774
-31.9760899,115.8147775
-31.9760899,115.8147774
-31.9760899,115.8147774
-31.9760899,115.8147775
-31.9760898,115.8147776
-31.9760897,115.8147777
-31.9760897,115.8147774
-31.9760897,115.8147772
-31.9760896,115.8147772
-31.9760895,115.8147772
-31.9760894,115.8147773
-31.9760893,115.8147775
-31.9760892,115.8147777
-31.9760891,115.8147779
-31.9760891,115.8147779
-31.976089,115.814778
-31.976089,115.8147782
-31.9760888,115.8147782
-31.9760887,115.8147784
-31.9760886,115.8147783
-31.9760887,115.8147781
-31.9760887,115.8147775
-31.9760885,115.814777
-31.9760884,115.8147767
-31.9760881,115.8147768
-31.9760879,115.8147767
-31.9760877,115.8147766
-31.9760876,115.8147763
-31.9760875,115.8147762
-31.9760875,115.814776
-31.9760874,115.814776
-31.9760875,115.8147757
-31.9760876,115.8147753
-31.9760879,115.8147747
-31.9760881,115.8147742
-31.9760881,115.8147739
-31.9760881,115.8147735
-31.9760883,115.8147731
-31.9760882,115.8147729
-31.976088,115.8147726
-31.9760878,115.8147725
-31.9760876,115.8147724
-31.9760873,115.814772
-31.9760869,115.8147718
-31.9760866,115.8147718
-31.9760863,115.8147721
-31.9760858,115.8147727
-31.9760853,115.8147735
-31.9760849,115.814774
-31.9760844,115.8147744
-31.9760841,115.8147744
-31.9760839,115.8147746
-31.9760836,115.8147749
-31.9760834,115.814775
-31.9760832,115.8147747
-31.9760831,115.8147744
-31.9760829,115.8147741
-31.9760827,115.8147742
-31.9760825,115.8147748
-31.9760824,115.814775
-31.9760824,115.8147748
-31.9760823,115.8147741
-31.9760824,115.8147735
-31.9760824,115.8147732
-31.9760825,115.8147733
-31.9760826,115.8147734
-31.9760828,115.8147726
-31.9760827,115.8147718
-31.9760827,115.8147711
-31.9760826,115.8147708
-31.9760824,115.8147705
-31.9760822,115.8147702
-31.976082,115.8147697
-31.9760819,115.8147693
-31.9760816,115.8147691
-31.9760813,115.8147695
-31.976081,115.8147698
-31.9760811,115.8147692
-31.9760813,115.8147683
-31.9760814,115.8147676
-31.9760812,115.814767
-31.976081,115.8147667
-31.976081,115.8147664
-31.9760811,115.814766
-31.9760808,115.8147659
-31.9760805,115.8147657
-31.9760802,115.8147657
-31.97608,115.8147657
-31.9760797,115.8147658
-31.9760796,115.814766
-31.9760794,115.814766
-31.976079,115.8147662
-31.9760786,115.8147663
-31.9760783,115.8147662
-31.976078,115.8147662
-31.9760776,115.8147666
-31.9760774,115.8147667
-31.9760772,115.8147668
-31.976077,115.8147667
-31.9760768,115.814767
-31.9760765,115.8147676
-31.9760764,115.8147682
-31.976076,115.8147688
-31.9760757,115.8147691
-31.9760754,115.8147692
-31.9760754,115.8147693
-31.9760754,115.8147695
-31.9760755,115.8147698
-31.9760754,115.8147702
-31.9760754,115.8147708
-31.9760755,115.8147706
-31.9760757,115.8147704
-31.9760757,115.8147706
-31.9760757,115.814771
-31.9760758,115.8147713
-31.9760757,115.8147716
-31.9760758,115.8147719
-31.9760759,115.814772
-31.976076,115.8147721
-31.976076,115.8147722
-31.9760761,115.8147721
-31.9760762,115.814772
-31.9760762,115.8147719
-31.9760763,115.8147715
-31.9760765,115.8147716
-31.9760766,115.8147718
-31.9760766,115.814772
-31.9760765,115.8147722
-31.9760766,115.8147723
-31.9760767,115.8147723
-31.9760769,115.8147724
-31.976077,115.8147722
-31.976077,115.8147722
-31.9760751,115.8147772
-31.976075,115.8147773
-31.9760748,115.8147793
-31.9760749,115.8147793
-31.9760749,115.8147793
-31.9760749,115.8147792
-31.9760743,115.8147783
-31.9760736,115.8147786
-31.9760736,115.8147785
-31.9760737,115.8147784
-31.9760738,115.8147784
-31.9760738,115.8147784
-31.9760737,115.8147772
-31.9760739,115.814776
-31.9760734,115.8147759
-31.9760731,115.8147762
-31.9760729,115.8147762
-31.9760723,115.8147764
-31.9760721,115.8147765
-31.9760719,115.8147766
-31.9760719,115.8147766
-31.9760719,115.8147767
-31.9760718,115.8147767
-31.9760716,115.8147767
-31.9760716,115.8147768
-31.9760715,115.8147767
-31.9760715,115.8147767
-31.9760716,115.8147767
-31.9760717,115.8147767
-31.9760716,115.8147767
-31.9760716,115.8147767
-31.9760716,115.8147767
-31.9760715,115.8147767
-31.9760715,115.8147766
-31.9760715,115.8147766
-31.9760715,115.8147767
-31.9760715,115.8147766
-31.9760714,115.8147767
-31.9760714,115.8147767
-31.9760714,115.8147768
-31.9760714,115.8147768
-31.9760714,115.8147767
-31.9760713,115.8147768
-31.9760713,115.8147768
-31.9760713,115.8147767
-31.9760713,115.8147768
-31.9760713,115.8147768
-31.9760714,115.8147768
-31.9760713,115.8147768
-31.9760712,115.8147768
-31.9760713,115.8147768
-31.9760712,115.8147768
-31.9760712,115.8147768
-31.9760713,115.8147769
-31.9760715,115.8147768
-31.9760716,115.8147768
-31.9760715,115.8147768
-31.9760715,115.8147769
-31.9760715,115.8147769
-31.9760715,115.814777
-31.9760715,115.814777
-31.9760715,115.8147771
-31.9760715,115.8147771
-31.9760713,115.8147771
-31.9760714,115.814777
-31.9760714,115.8147771
-31.9760715,115.814777
-31.9760716,115.8147771
-31.9760716,115.8147771
-31.9760716,115.8147771
-31.9760716,115.8147771
-31.9760716,115.8147772
-31.9760715,115.8147771
-31.9760716,115.8147772
-31.9760716,115.8147773
-31.9760716,115.8147773
-31.9760718,115.8147773
-31.9760719,115.8147773
-31.9760721,115.8147774
-31.9760722,115.8147774
-31.9760723,115.8147774
-31.9760725,115.8147775
-31.976076,115.8147791
-31.9760773,115.8147788
-31.9760778,115.8147776
-31.9760775,115.8147778
-31.976077,115.814778
-31.9760764,115.8147783
-31.976076,115.8147786
-31.9760753,115.8147789
-31.9760744,115.8147793
-31.9760739,115.8147795
-31.9760737,115.8147795
-31.9760734,115.8147796
-31.9760733,115.8147795
-31.9760734,115.8147795
-31.9760732,115.8147796
-31.9760732,115.8147797
-31.9760726,115.8147799
-31.9760717,115.8147803
-31.9760708,115.8147806
-31.97607,115.8147809
-31.9760695,115.814781
-31.976069,115.8147808
-31.976069,115.8147806
-31.9760693,115.8147803
-31.9760696,115.81478
-31.97607,115.8147799
-31.9760703,115.8147795
-31.9760705,115.8147794
-31.9760698,115.8147799
-31.9760699,115.8147803
-31.9760707,115.8147805
-31.9760716,115.8147807
-31.9760723,115.8147808
-31.9760731,115.8147809
-31.9760734,115.8147812
-31.9760732,115.8147815
-31.9760728,115.8147819
-31.9760725,115.8147824
-31.976072,115.8147828
-31.9760714,115.8147834
-31.9760709,115.814784
-31.9760703,115.8147846
-31.9760696,115.8147854
-31.976069,115.8147862
-31.9760685,115.8147867
-31.9760679,115.8147872
-31.9760701,115.8147866
-31.9760731,115.8147852
-31.9760752,115.8147844
-31.976077,115.8147838
-31.9760784,115.8147836
-31.9760797,115.8147836
-31.9760801,115.8147839
-31.9760801,115.8147841
-31.9760801,115.8147844
-31.9760806,115.8147845
-31.976081,115.8147843
-31.9760812,115.8147841
-31.9760814,115.8147841
-31.9760816,115.8147842
-31.9760816,115.8147842
-31.9760818,115.8147842
-31.9760819,115.8147841
-31.9760821,115.8147841
-31.9760828,115.8147838
-31.9760835,115.8147834
-31.9760841,115.8147831
-31.9760847,115.814783
-31.9760853,115.814783
-31.9760857,115.814783
-31.9760859,115.8147831
-31.9760859,115.8147832
