lat,lng
-31.9759799,115.8144778
-31.9759791,115.8144777
-31.975978,115.8144777
-31.9759772,115.8144776
-31.9759762,115.8144774
-31.9759673,115.8144746
-31.9759652,115.8144751
-31.9759639,115.8144756
-31.9759614,115.8144775
-31.9759597,115.8144769
-31.9759588,115.8144761
-31.9759582,115.8144743
-31.9759578,115.8144734
-31.9759584,115.8144736
-31.975959,115.8144745
-31.9759598,115.8144759
-31.9759606,115.8144777
-31.9759612,115.8144803
-31.9759618,115.8144829
-31.9759621,115.8144846
-31.9759625,115.8144864
-31.9759624,115.8144876
-31.9759624,115.8144892
-31.9759623,115.8144907
-31.9759623,115.8144919
-31.9759623,115.8144929
-31.9759619,115.814494
-31.9759616,115.8144948
-31.9759612,115.8144954
-31.9759607,115.8144957
-31.9759603,115.8144957
-31.9759598,115.8144958
-31.9759594,115.814496
-31.9759589,115.8144961
-31.9759566,115.8144931
-31.9759547,115.8144914
-31.9759527,115.8144895
-31.9759521,115.8144878
-31.9759518,115.8144863
-31.9759511,115.8144848
-31.9759498,115.8144833
-31.9759486,115.8144819
-31.975948,115.8144808
-31.9759483,115.8144802
-31.9759494,115.8144805
-31.9759502,115.8144809
-31.9759506,115.814481
-31.975951,115.8144808
-31.9759512,115.8144803
-31.9759511,115.8144797
-31.9759509,115.814479
-31.9759507,115.8144788
-31.9759508,115.8144787
-31.9759509,115.8144787
-31.9759509,115.8144786
-31.975951,115.8144783
-31.9759511,115.814478
-31.9759514,115.8144778
-31.9759516,115.8144774
-31.9759515,115.8144773
-31.9759512,115.8144774
-31.9759509,115.8144772
-31.9759507,115.814477
-31.9759506,115.8144767
-31.975951,115.8144765
-31.9759516,115.8144764
-31.9759516,115.8144765
-31.9759514,115.8144766
-31.9759512,115.8144767
-31.9759512,115.8144765
-31.9759511,115.8144763
-31.9759511,115.8144761
-31.975951,115.814476
-31.9759509,115.814476
-31.9759507,115.8144759
-31.9759505,115.8144758
-31.9759508,115.8144755
-31.9759511,115.8144752
-31.9759516,115.8144749
-31.9759522,115.8144747
-31.9759532,115.8144744
-31.9759539,115.8144739
-31.9759541,115.8144734
-31.9759546,115.8144733
-31.9759552,115.8144733
-31.9759558,115.8144735
-31.9759566,115.8144738
